OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
1241,1,1241,1,1,0,0,2011,1015858.712,260156.5778,MOSHOLU PARKWAY                 ,PAUL AVENUE                     
1242,1,1242,1,1,0,0,2011,1005803.926,193018.7744,HARMAN STREET                   ,CENTRAL AVENUE                  
1243,1,1243,1,1,0,0,2011,994099.7536,157962.6287,AVENUE T                        ,EAST 7 STREET                   
1244,1,1244,1,1,0,0,2011,988786.0867,208210.5318,EAST 22 STREET                  ,3 AVENUE                        
1245,1,1245,1,0,0,1,2011,1035656.844,194182.2564,91 AVENUE                       ,VAN WYCK EXPRESSWAY SR EAST     
1246,1,1246,1,1,0,0,2011,982536.1881,159288.6136,18 AVENUE                       ,BATH AVENUE                     
1247,3,1247,1,1,0,0,2011,1019837.448,205692.3249,WETHEROLE STREET                ,WOODHAVEN BOULEVARD             
1248,1,1248,1,1,0,0,2011,985473.7475,157957.2153,BAY PARKWAY                     ,BENSON AVENUE                   
1249,3,1249,1,0,0,1,2011,1006749.16,172669.1865,EAST 80 STREET                  ,FOSTER AVENUE                   
1250,5,1250,1,0,1,0,2011,1015937.82,179991.7638,LINDEN BOULEVARD                ,VAN SICLEN AVENUE               
1251,3,1251,1,1,0,0,2011,987520.5217,201065.9532,DELANCEY STREET                 ,ESSEX STREET                    
1252,3,1252,2,2,0,0,2011,1021331.05,188208.056,ATLANTIC AVENUE                 ,ELDERT LANE                     
1253,1,1253,1,1,0,0,2011,1005816.502,191335.786,GROVE STREET                    ,BUSHWICK AVENUE                 
1254,2,1254,1,0,0,1,2011,958597.5323,173946.5298,FILLMORE STREET                 ,FRANKLIN AVENUE                 
1255,1,1255,1,1,0,0,2011,983973.8621,177570.7154,5 AVENUE                        ,34 STREET                       
1256,7,1256,1,0,0,1,2011,1054776.658,200226.5127,HEMPSTEAD AVENUE                ,JAMAICA AVENUE                  
1257,1,1257,1,1,0,0,2011,1009098.942,231134.8521,WALNUT AVENUE                   ,EAST 135 STREET                 
1258,1,1258,1,0,1,0,2011,1000911.341,247944.5225,WEST 176 STREET                 ,FT WASHINGTON AVENUE            
1259,1,1259,1,1,0,0,2011,1025440.986,253693.2118,MACE AVENUE                     ,THROOP AVENUE                   
1260,1,1260,1,1,0,0,2011,1006309.863,208676.2986,45 STREET                       ,48 AVENUE                       
1261,1,1261,2,0,0,2,2010,935183.5512,144529.9361,FUTURITY PLACE                  ,ARTHUR KILL ROAD                
1262,1,1262,1,1,0,0,2010,946351.9865,170049.8319,PORT RICHMOND AVENUE            ,PALMER AVENUE                   
1263,2,1263,1,1,0,0,2010,947737.4989,172602.7467,RICHMOND TERRACE                ,PORT RICHMOND AVENUE            
1264,1,1264,2,0,0,2,2010,962464.867,157330.6057,KENSINGTON AVENUE               ,STEUBEN STREET                  
1265,3,1265,1,0,0,1,2010,981208.6055,203812.8667,HOLLAND TUNNEL ENTRANCE         ,WEST STREET                     
1266,2,1266,1,1,0,0,2010,981370.4884,205971.573,BARROW STREET                   ,WEST STREET                     
1267,3,1267,1,0,0,1,2010,982044.8272,211361.1357,11 AVENUE                       ,WEST 20 STREET                  
1268,3,1268,1,1,0,0,2010,987939.8253,152250.7733,AVENUE Z                        ,BELT PARKWAY EXIT 6 NORTH WB    
1269,1,1269,1,0,1,0,2010,995875.521,174823.1032,FLATBUSH AVENUE                 ,TILDEN AVENUE                   
1270,1,1270,1,0,0,1,2010,996524.9882,163718.2074,EAST 19 STREET                  ,AVENUE N                        
1271,2,1271,1,1,0,0,2010,1002032.956,236328.7393,EAST 139 STREET                 ,WEST 139 STREET                 
1272,0,1272,1,0,0,1,2010,,,,
1273,5,1273,1,0,0,1,2010,1005454.156,176287.4044,SNYDER AVENUE                   ,KINGS HIGHWAY                   
1274,0,1274,1,1,0,0,2010,,,,
1275,2,1275,1,0,0,1,2010,1009896.113,156740.8923,BELT PARKWAY                    ,BELT PARKWAY EXIT 11 NORTH EB   
1276,0,1276,1,0,0,1,2010,,,,
1277,5,1277,1,1,0,0,2010,1022801.145,244770.6841,UNIONPORT ROAD                  ,METROPOLITAN OVAL               
1278,5,1278,1,0,0,1,2010,1027736.496,197704.6542,METROPOLITAN AVENUE             ,J ROBINSON PY WB EN METROPOLITAN
1279,3,1279,1,0,0,1,2010,1029669.54,174426.706,CROSS BAY BOULEVARD             ,NORTH CHANNEL BRIDGE            
1280,3,1280,1,0,0,1,2010,1030626.159,172075.5135,CROSS BAY BOULEVARD             ,NORTH CHANNEL BRIDGE            
1281,3,1281,1,1,0,0,2010,1031355.078,199420.2807,QUEENS BOULEVARD                ,80 ROAD                         
1282,0,1282,1,0,0,1,2010,,,,
1283,0,1283,1,1,0,0,2010,,,,
1284,2,1284,2,1,1,0,2010,994136.1774,216385.5446,2 AVENUE                        ,EAST 59 STREET                  
1285,1,1285,1,1,0,0,2010,1009481.15,221592.8538,DITMARS BOULEVARD               ,35 STREET                       
1286,3,1286,1,0,0,1,2010,1023610.442,214989.3142,111 STREET                      ,34 AVENUE                       
1287,1,1287,1,0,1,0,2010,960047.7131,172419.5614,HENDRICKS AVENUE                ,JERSEY STREET                   
1288,2,1288,1,1,0,0,2010,1014186.708,253299.2034,DECATUR AVENUE                  ,EAST FORDHAM ROAD               
1289,1,1289,1,0,0,1,2010,915813.2067,122971.6862,SWINNERTON STREET               ,HYLAN BOULEVARD                 
1290,1,1290,1,0,0,1,2010,1027947.149,263005.8241,EAST 233 STREET                 ,GRENADA PLACE                   
1291,1,1291,1,1,0,0,2010,1013968.227,252807.4459,EAST 189 STREET                 ,WEBSTER AVENUE                  
1292,1,1292,1,1,0,0,2010,1001201.928,247007.0474,WADSWORTH AVENUE                ,WEST 173 STREET                 
1293,1,1293,1,1,0,0,2010,988857.5597,218368.1293,8 AVENUE                        ,WEST 56 STREET                  
1294,1,1294,1,1,0,0,2010,1023324.143,191611.3301,JAMAICA AVENUE                  ,85 STREET                       
1295,1,1295,1,0,0,1,2010,1046144.34,202260.6917,GRAND CENTRAL PARKWAY SR SOUTH  ,MC LAUGHLIN AVENUE              
1296,1,1296,1,1,0,0,2010,1031623.808,189531.7443,103 AVENUE                      ,114 STREET                      
1297,3,1297,1,1,0,0,2010,1031855.688,217647.7665,NORTHERN BOULEVARD              ,UNION STREET                    
1298,1,1298,1,1,0,0,2010,1012327.41,173192.4142,AVENUE J                        ,ROCKAWAY PARKWAY                
1299,1,1299,1,1,0,0,2010,999265.8489,154617.6649,AVENUE Y                        ,EAST 24 STREET                  
1300,1,1300,1,0,0,1,2010,1042022.763,186836.0345,119 AVENUE                      ,SUTPHIN BOULEVARD               
1301,1,1301,1,0,0,1,2010,980998.2319,162512.4979,14 AVENUE                       ,86 STREET                       
1302,1,1302,1,1,0,0,2010,995005.3456,222592.8121,EAST 81 STREET                  ,MADISON AVENUE                  
1303,1,1303,1,0,0,1,2010,1012596.846,241474.9918,PROSPECT AVENUE                 ,EAST 169 STREET                 
1304,1,1304,1,0,0,1,2010,997936.7177,161975.2617,EAST 23 STREET                  ,AVENUE P                        
1305,1,1305,1,1,0,0,2010,960774.5423,165100.3109,LAUREL AVENUE                   ,TARGEE STREET                   
1306,3,1306,1,1,0,0,2010,1001373.935,239099.908,WEST 147 STREET                 ,ADAM C POWELL BOULEVARD         
1307,1,1307,1,0,1,0,2010,1014373.364,247301.8007,CROTONA AVENUE                  ,EAST TREMONT AVENUE             
1308,5,1308,1,1,0,0,2010,1028665.051,201481.0508,QUEENS BOULEVARD                ,ASCAN AVENUE                    
1309,3,1309,1,1,0,0,2010,1003724.898,169814.3993,AVENUE H                        ,KINGS HIGHWAY                   
1310,1,1310,1,1,0,0,2010,985666.0766,183663.5379,2 AVENUE                        ,12 STREET                       
1311,2,1311,1,1,0,0,2010,1049368.592,183564.1877,142 AVENUE                      ,FARMERS BOULEVARD               
1312,4,1312,1,0,0,1,2010,1005296.109,175438.4067,EAST 56 STREET                  ,KINGS HIGHWAY                   
1313,1,1313,1,1,0,0,2010,1036359.136,192649.8812,97 AVENUE                       ,VAN WYCK EXPRESSWAY SR EAST     
1314,1,1314,1,0,0,1,2010,993102.794,190464.1014,DEKALB AVENUE                   ,CLINTON AVENUE                  
1315,1,1315,1,1,0,0,2010,987867.4599,201950.3511,STANTON STREET                  ,ESSEX STREET                    
1316,2,1316,1,1,0,0,2010,1007268.982,250741.6954,WEST BURNSIDE AVENUE            ,SEDGWICK AVENUE                 
1317,1,1317,1,1,0,0,2010,1011255.726,255782.1574,WEST KINGSBRIDGE ROAD           ,WEBB AVENUE                     
1318,2,1318,1,1,0,0,2010,1034393.464,185661.7849,LEFFERTS BOULEVARD              ,ROCKAWAY BOULEVARD              
1319,1,1319,1,1,0,0,2010,982430.65,168088.2511,11 AVENUE                       ,66 STREET                       
1320,1,1320,1,1,0,0,2010,986437.1839,170633.3737,49 STREET                       ,13 AVENUE                       
1321,3,1321,1,1,0,0,2010,1016879.993,175542.6618,PENNSYLVANIA AVENUE             ,TWIN PINES DRIVE                
1322,1,1322,1,0,0,1,2010,1008591.588,172971.4235,FARRAGUT ROAD                   ,EAST 86 STREET                  
1323,1,1323,1,0,0,1,2010,1037642.493,183749.9419,131 AVENUE                      ,131 STREET                      
1324,1,1324,1,1,0,0,2010,1009518.82,180676.0373,LIVONIA AVENUE                  ,ROCKAWAY AVENUE                 
1325,1,1325,1,1,0,0,2010,995741.9846,186674.565,PACIFIC STREET                  ,CLASSON AVENUE                  
1326,1,1326,1,1,0,0,2010,937239.5245,131164.2942,LIPSETT AVENUE                  ,HYLAN BOULEVARD                 
1327,1,1327,1,1,0,0,2010,1023756.462,237245.0528,WHITE PLAINS ROAD               ,RANDALL AVENUE                  
1328,1,1328,1,1,0,0,2010,992853.966,227434.5888,COLUMBUS AVENUE                 ,WEST 93 STREET                  
1329,2,1329,1,1,0,0,2010,1026495.593,256638.6157,EAST GUN HILL ROAD              ,FISH AVENUE                     
1330,1,1330,1,1,0,0,2010,1037773.802,199334.7723,84 ROAD                         ,PARSONS BOULEVARD               
1331,3,1331,1,1,0,0,2010,997925.4316,204873.2124,MC GUINNESS BOULEVARD           ,CALYER STREET                   
1332,1,1332,1,0,0,1,2010,988457.3669,189543.6571,ATLANTIC AVENUE                 ,BOND STREET                     
1333,1,1333,1,0,1,0,2010,1011651.106,199648.1477,ELIOT AVENUE                    ,FRESH POND ROAD                 
1334,1,1334,1,1,0,0,2010,938034.8247,138726.2055,RICHMOND AVENUE                 ,BARTLETT AVENUE                 
1335,1,1335,1,1,0,0,2010,994450.9668,149572.672,BRIGHTON BEACH AVENUE           ,BRIGHTON 4 STREET               
1336,1,1336,1,1,0,0,2010,982188.2656,165269.8119,BAY RIDGE PARKWAY               ,13 AVENUE                       
1337,1,1337,1,0,0,1,2010,1016117.002,200572.1649,JUNIPER BOULEVARD SOUTH         ,70 STREET                       
1338,1,1338,1,1,0,0,2010,1011783.868,194965.6669,69 AVENUE                       ,FOREST AVENUE                   
1339,1,1339,1,1,0,0,2010,1012977.783,236701.1631,SOUTHERN BOULEVARD              ,LONGWOOD AVENUE                 
1340,1,1340,1,0,0,1,2010,995655.5215,197787.7314,HAVEMEYER STREET                ,WILLIAMSBURG BRIDGE ET S 5 ST   
1341,1,1341,1,1,0,0,2010,1025736.438,206835.8593,108 STREET                      ,63 ROAD                         
1342,1,1342,1,0,1,0,2010,1004136.919,198151.0542,VARICK AVENUE                   ,MESEROLE STREET                 
1343,1,1343,1,1,0,0,2010,990139.5551,166370.3674,53 STREET                       ,20 AVENUE                       
1344,1,1344,1,1,0,0,2010,1033013.411,189338.9396,LEFFERTS BOULEVARD              ,LIBERTY AVENUE                  
1345,3,1345,1,0,1,0,2010,987296.1291,201153.3087,DELANCEY STREET                 ,LUDLOW STREET                   
1346,7,1346,1,1,0,0,2010,1012516.324,263731.0458,BROADWAY                        ,MANHATTAN COLLEGE PARKWAY       
1347,2,1347,1,0,0,1,2010,1027140.169,249028.6936,EASTCHESTER ROAD                ,SACKETT AVENUE                  
1348,5,1348,1,1,0,0,2010,1005730.744,243903.7993,EDWARD L GRANT HIGHWAY          ,EAST 167 STREET                 
1349,1,1349,1,1,0,0,2010,1019758.386,259418.3149,EAST GUN HILL ROAD              ,WEBSTER AVENUE                  
1350,2,1350,1,0,0,1,2010,991392.1639,153760.0127,BOUCK COURT                     ,SHELL ROAD                      
1351,1,1351,1,1,0,0,2010,998004.5555,221839.3034,1 AVENUE                        ,EAST 84 STREET                  
1352,1,1352,1,0,1,0,2010,1041434.513,182521.8965,INWOOD STREET                   ,135 AVENUE                      
1353,1,1353,1,1,0,0,2010,1027475.995,264626.4275,EDENWALD AVENUE                 ,BAYCHESTER AVENUE               
1354,1,1354,1,0,0,1,2010,963106.7916,171202.1983,BAY STREET                      ,MINTHORNE STREET                
1355,1,1355,1,1,0,0,2010,997864.8281,151314.4497,SHORE BOULEVARD                 ,COLERIDGE STREET                
1356,1,1356,1,1,0,0,2010,994521.3374,215551.2943,1 AVENUE                        ,EAST 57 STREET                  
1357,1,1357,1,1,0,0,2010,992196.7131,162100.9275,EAST 3 STREET                   ,AVENUE O                        
1358,1,1358,1,1,0,0,2010,1048627.455,179944.3951,147 AVENUE                      ,GUY R BREWER BOULEVARD          
1359,1,1359,1,0,0,1,2010,1021591.558,258067.0807,HOLLAND AVENUE                  ,MAGENTA STREET                  
1360,3,1360,1,1,0,0,2010,1012861.373,185482.2446,ATLANTIC AVENUE                 ,PENNSYLVANIA AVENUE             
1361,1,1361,1,1,0,0,2010,1025122.21,206587.9957,YELLOWSTONE BOULEVARD           ,63 ROAD                         
1362,1,1362,1,1,0,0,2010,989752.6497,161747.4469,WEST 6 STREET                   ,AVENUE O                        
1363,1,1363,1,1,0,0,2010,928380.5041,130762.7202,SEGUINE AVENUE                  ,WATERBURY AVENUE                
1364,1,1364,1,0,0,1,2010,990398.8099,191915.4371,ST EDWARDS STREET               ,MYRTLE AVENUE                   
1365,1,1365,1,1,0,0,2010,1002639.589,231748.2531,2 AVENUE                        ,EAST 125 STREET                 
1366,1,1366,1,0,0,1,2010,987653.5857,221766.4066,WEST 65 STREET                  ,WEST END AVENUE                 
1367,1,1367,1,1,0,0,2010,1047649.067,216199.5739,212 STREET                      ,NORTHERN BOULEVARD              
1368,1,1368,1,1,0,0,2010,1004311.741,195804.366,KNICKERBOCKER AVENUE            ,MELROSE STREET                  
1369,1,1369,1,1,0,0,2010,961685.0523,172726.4075,HENDRICKS AVENUE                ,SHERMAN AVENUE                  
1370,1,1370,1,1,0,0,2010,1003172.029,218075.7709,21 STREET                       ,BROADWAY                        
1371,1,1371,1,0,0,1,2010,1059630.582,214335.6045,64 AVENUE                       ,MARATHON PARKWAY                
1372,1,1372,1,1,0,0,2010,988175.7074,163892.2622,65 STREET                       ,20 AVENUE                       
1373,3,1373,1,1,0,0,2010,991292.9846,227402.8615,BROADWAY                        ,WEST 90 STREET                  
1374,1,1374,1,0,0,1,2010,1041654.475,251190.0984,CITY IS BRIDGE                  ,CITY ISLAND AVENUE              
1375,1,1375,1,1,0,0,2010,979458.3728,167079.2965,76 STREET                       ,FT HAMILTON PARKWAY             
1376,1,1376,1,1,0,0,2010,946925.8962,172578.2815,RICHMOND TERRACE                ,NORTH STREET                    
1377,1,1377,1,1,0,0,2010,995736.5449,187656.3052,FULTON STREET                   ,CLASSON AVENUE                  
1378,1,1378,1,1,0,0,2010,951781.8376,162322.7512,WINDSOR ROAD                    ,SLOSSON AVENUE                  
1379,3,1379,1,0,0,1,2010,1028444.864,180691.5521,CROSS BAY BOULEVARD             ,157 AVENUE                      
1380,1,1380,1,1,0,0,2010,1001478.768,229652.6799,2 AVENUE                        ,EAST 116 STREET                 
1381,1,1381,1,1,0,0,2010,1026729.235,256481.3555,EAST GUN HILL ROAD              ,SEXTON PLACE                    
1382,1,1382,1,1,0,0,2010,1009638.718,195502.4936,SENECA AVENUE                   ,GATES AVENUE                    
1383,3,1383,1,1,0,0,2010,993930.7283,154632.7075,OCEAN PARKWAY                   ,AVENUE X                        
1384,1,1384,1,0,0,1,2010,1018730.695,212004.8385,91 STREET                       ,ROOSEVELT AVENUE                
1385,1,1385,1,1,0,0,2010,1027730.109,239551.8723,LAFAYETTE AVENUE                ,ZEREGA AVENUE                   
1386,2,1386,1,1,0,0,2010,1059829.971,202952.6588,JAMAICA AVENUE                  ,240 STREET                      
1387,1,1387,1,1,0,0,2010,996600.4441,222314.1023,EAST 83 STREET                  ,3 AVENUE                        
1388,1,1388,1,1,0,0,2010,1020808.079,248569.413,SAGAMORE STREET                 ,AMETHYST STREET                 
1389,1,1389,1,0,0,1,2010,926730.6157,142481.3217,WEST SERVICE ROAD               ,ARTHUR KILL ROAD                
1390,5,1390,1,1,0,0,2010,1004367.889,237508.8449,GRAND CONCOURSE                 ,EAST 149 STREET                 
1391,1,1391,1,1,0,0,2010,995463.4812,149857.5763,BRIGHTON BEACH AVENUE           ,CONEY ISLAND AVENUE             
1392,1,1392,1,1,0,0,2010,986887.4291,173598.6699,FT HAMILTON PARKWAY             ,39 STREET                       
1393,1,1393,1,0,0,1,2010,1047020.014,199895.1715,HILLSIDE AVENUE                 ,188 STREET                      
1394,1,1394,1,0,1,0,2010,1021013.633,257845.713,WHITE PLAINS ROAD               ,BARTHOLDI STREET                
