OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
1502,3,1502,1,0,0,1,2009,1045177.747,213511.9287,FRANCIS LEWIS BOULEVARD         ,WEEKS LANE                      
1503,1,1503,1,0,0,1,2009,998225.8018,206259.9222,PROVOST STREET                  ,INDIA STREET                    
1504,2,1504,1,1,0,0,2009,1002290.725,158510.9347,GERRITSEN AVENUE                ,AVENUE U                        
1505,1,1505,1,0,0,1,2009,1026801.488,266935.8487,NEREID AVENUE                   ,BAYCHESTER AVENUE               
1506,1,1506,1,1,0,0,2009,983227.7005,211923.3944,10 AVENUE                       ,WEST 24 STREET                  
1507,1,1507,1,1,0,0,2009,994345.5274,221402.4933,MADISON AVENUE                  ,EAST 76 STREET                  
1508,1,1508,1,1,0,0,2009,1041406.931,189382.9717,LINDEN BOULEVARD                ,SUTPHIN BOULEVARD               
1509,1,1509,1,1,0,0,2009,980901.5651,173693.758,53 STREET                       ,5 AVENUE                        
1510,1,1510,1,1,0,0,2009,1014554.181,234951.708,TIFFANY STREET                  ,RANDALL AVENUE                  
1511,1,1511,1,1,0,0,2009,915919.8305,126895.615,WOOD AVENUE                     ,ARTHUR KILL ROAD                
1512,1,1512,1,1,0,0,2009,1035777.589,216462.2112,SANFORD AVENUE                  ,149 PLACE                       
1513,3,1513,1,1,0,0,2009,959708.1403,154515.5719,HYLAN BOULEVARD                 ,BURGHER AVENUE                  
1514,1,1514,1,1,0,0,2009,1001760.922,216128.8588,21 STREET                       ,36 AVENUE                       
1515,1,1515,2,2,0,0,2009,1018156.873,202745.4545,62 AVENUE                       ,80 STREET                       
1516,3,1516,1,0,0,1,2009,942553.671,135211.2477,ARMSTRONG AVENUE                ,HYLAN BOULEVARD                 
1517,1,1517,1,0,0,1,2009,960774.5423,165100.3109,LAUREL AVENUE                   ,TARGEE STREET                   
1518,3,1518,1,1,0,0,2009,1014401.471,169811.6466,EAST 95 STREET                  ,SEAVIEW AVENUE                  
1519,1,1519,1,1,0,0,2009,1022580.149,265257.9653,EAST 233 STREET                 ,BRONX BOULEVARD                 
1520,1,1520,1,1,0,0,2009,990566.7656,217741.2965,WEST 57 STREET                  ,AVENUE OF THE AMERICAS          
1521,1,1521,1,1,0,0,2009,996214.605,179896.0553,MAPLE STREET                    ,BEDFORD AVENUE                  
1522,1,1522,1,1,0,0,2009,1011833.648,253994.4547,WEST 190 STREET                 ,EAST 190 STREET                 
1523,5,1523,1,1,0,0,2009,993250.3855,150725.6258,OCEAN PARKWAY                   ,NEPTUNE AVENUE                  
1524,1,1524,1,0,0,1,2009,1002589.641,246866.0637,AMSTERDAM AVENUE                ,WEST 175 STREET                 
1525,1,1525,1,1,0,0,2009,1058273.836,198994.2284,221 STREET                      ,HEMPSTEAD AVENUE                
1526,3,1526,1,1,0,0,2009,991458.1516,215138.7755,PARK AVENUE                     ,EAST 50 STREET                  
1527,7,1527,1,0,0,1,2009,1009596.402,233111.6296,BRUCKNER BOULEVARD              ,SOUTHERN BOULEVARD              
1528,1,1528,1,0,1,0,2009,1003132.445,196627.737,HARRISON PLACE                  ,MORGAN AVENUE                   
1529,1,1529,1,1,0,0,2009,986819.2435,214689.948,8 AVENUE                        ,WEST 40 STREET                  
1530,2,1530,1,0,1,0,2009,1001274.267,195792.9028,MOORE STREET                    ,BUSHWICK AVENUE                 
1531,1,1531,1,1,0,0,2009,1052469.35,212543.4857,224 STREET                      ,HORACE HARDING EXPRESSWAY SR S  
1532,2,1532,1,1,0,0,2009,939163.9809,156952.2468,RIVINGTON AVENUE                ,RICHMOND AVENUE                 
1533,3,1533,1,0,0,1,2009,961348.6849,149178.8769,SLATER BOULEVARD                ,FR CAPODANNO BOULEVARD          
1534,5,1534,1,0,1,0,2009,1013111.028,208994.838,QUEENS BOULEVARD                ,69 STREET                       
1535,1,1535,1,0,0,1,2009,1022787.087,184870.5598,SOUTH CONDUIT AVENUE            ,RUBY STREET                     
1536,1,1536,1,0,0,1,2009,1015448.801,245600.5869,EAST 176 STREET                 ,WATERLOO PLACE                  
1537,1,1537,1,0,0,1,2009,999105.1143,205758.8897,GREENPOINT AVENUE               ,HUMBOLDT STREET                 
1538,1,1538,2,0,0,2,2009,1046815.221,195838.2865,DUNKIRK STREET                  ,ARCADE AVENUE                   
1539,1,1539,1,0,1,0,2009,1002148.749,216665.6231,21 STREET                       ,35 AVENUE                       
1540,3,1540,1,1,0,0,2009,998037.5443,233078.8078,ADAM C POWELL BOULEVARD         ,WEST 121 STREET                 
1541,1,1541,1,1,0,0,2009,1001846.379,248794.616,BROADWAY                        ,WEST 180 STREET                 
1542,2,1542,1,1,0,0,2009,1022284.867,212503.5741,NATIONAL STREET                 ,103 STREET                      
1543,1,1543,2,0,0,2,2009,1017446.15,215557.2917,32 AVENUE                       ,88 STREET                       
1544,1,1544,1,1,0,0,2009,1001215.753,247299.6291,BROADWAY                        ,WEST 174 STREET                 
1545,2,1545,1,1,0,0,2009,1037195.476,195031.815,JAMAICA AVENUE                  ,146 STREET                      
1546,3,1546,1,1,0,0,2009,982539.9152,177046.0019,4 AVENUE                        ,39 STREET                       
1547,1,1547,1,1,0,0,2009,1008180.992,224038.4198,21 AVENUE                       ,23 STREET                       
1548,3,1548,1,0,1,0,2009,1006068.138,178410.051,EAST 92 STREET                  ,KINGS HIGHWAY                   
1549,1,1549,1,0,1,0,2009,1034941.226,214295.2437,45 AVENUE                       ,BURLING STREET                  
1550,1,1550,1,0,0,1,2009,1036546.524,192210.6465,101 AVENUE                      ,VAN WYCK EXPRESSWAY SR EAST     
1551,3,1551,1,1,0,0,2009,989420.216,211458.1004,EAST 34 STREET                  ,PARK AVENUE                     
1552,2,1552,1,1,0,0,2009,1007620.369,199229.6807,METROPOLITAN AVENUE             ,FLUSHING AVENUE                 
1553,1,1553,1,0,0,1,2009,1004246.807,219776.3548,21 STREET                       ,30 AVENUE                       
1554,3,1554,1,0,0,1,2009,1053238.141,188477.1533,131 AVENUE                      ,SPRINGFIELD BOULEVARD           
1555,1,1555,1,1,0,0,2009,986583.0695,158084.1343,86 STREET                       ,23 AVENUE                       
1556,1,1556,1,0,0,1,2009,949515.1265,167771.5753,MANOR ROAD                      ,FOREST AVENUE                   
1557,1,1557,1,0,0,1,2009,1010372.418,251078.0104,EAST 181 STREET                 ,WEST 181 STREET                 
1558,1,1558,1,1,0,0,2009,1012806.911,265660.8057,BROADWAY                        ,WEST 251 STREET                 
1559,1,1559,1,1,0,0,2009,1019194.453,241603.7941,HARROD PLACE                    ,HARROD AVENUE                   
1560,1,1560,1,1,0,0,2009,1040803.803,228185.5896,9 AVENUE                        ,TOTTEN STREET                   
1561,1,1561,1,1,0,0,2009,1008918.487,194147.4011,PALMETTO STREET                 ,WYCKOFF AVENUE                  
1562,1,1562,1,1,0,0,2009,996327.5575,161351.0701,EAST 17 STREET                  ,KINGS HIGHWAY                   
1563,1,1563,1,1,0,0,2009,1042992.384,191591.4318,110 ROAD                        ,GUY R BREWER BOULEVARD          
1564,1,1564,1,1,0,0,2009,984900.0381,171853.2991,FT HAMILTON PARKWAY             ,49 STREET                       
1565,5,1565,1,1,0,0,2009,1057052.172,200911.3928,218 STREET                      ,JAMAICA AVENUE                  
1566,1,1566,1,0,0,1,2009,930599.3511,134005.0562,DRUMGOOLE ROAD EAST             ,HUGUENOT AVENUE                 
1567,1,1567,1,1,0,0,2009,1025416.852,185492.3302,SUTTER AVENUE                   ,85 STREET                       
1568,2,1568,1,1,0,0,2009,990340.0075,205029.4624,AVENUE B                        ,EAST 14 STREET                  
1569,1,1569,1,1,0,0,2009,1025612.491,241622.6261,WATSON AVENUE                   ,CASTLE HILL AVENUE              
1570,1,1570,1,1,0,0,2009,1039155.276,213938.2333,46 AVENUE                       ,165 STREET                      
1571,1,1571,1,1,0,0,2009,1027072.774,266004.2167,BAYCHESTER AVENUE               ,PITMAN AVENUE                   
1572,3,1572,1,0,0,1,2009,1004672.865,199430.8187,METROPOLITAN AVENUE             ,GARDNER AVENUE                  
1573,3,1573,1,1,0,0,2009,1005526.699,161252.8747,HENDRICKSON STREET              ,AVENUE U                        
1574,1,1574,1,1,0,0,2009,988972.3363,211707.8279,EAST 34 STREET                  ,MADISON AVENUE                  
1575,1,1575,1,0,0,1,2009,1032439.187,244289.0771,WATERBURY-BAISLEY AVE PED OVPS  ,BRUCKNER BOULEVARD              
1576,3,1576,1,1,0,0,2009,1031706.846,192103.921,ATLANTIC AVENUE                 ,118 STREET                      
1577,1,1577,1,1,0,0,2009,991375.3762,186923.1866,FLATBUSH AVENUE                 ,ST MARKS AVENUE                 
1578,1,1578,1,1,0,0,2009,1048146.581,216352.6421,NORTHERN BOULEVARD              ,BELL BOULEVARD                  
1579,2,1579,1,0,0,1,2009,1004684.417,193854.1307,HART STREET                     ,CENTRAL AVENUE                  
1580,3,1580,1,0,0,1,2009,1046898.462,197909.9786,185 STREET                      ,JAMAICA AVENUE                  
1581,1,1581,1,1,0,0,2009,996882.3399,157524.5784,EAST 17 STREET                  ,AVENUE U                        
1582,1,1582,1,1,0,0,2009,997413.0081,176655.7238,MARTENSE STREET                 ,ROGERS AVENUE                   
1583,1,1583,1,1,0,0,2009,989752.6497,161747.4469,WEST 6 STREET                   ,AVENUE O                        
1584,1,1584,1,1,0,0,2009,1000897.053,191645.4993,DEKALB AVENUE                   ,MARCUS GARVEY BOULEVARD         
1585,1,1585,1,1,0,0,2009,996831.2245,236475.5041,AMSTERDAM AVENUE                ,WEST 130 STREET                 
1586,1,1586,1,0,0,1,2009,990046.0022,159719.9119,WEST 6 STREET                   ,KINGS HIGHWAY                   
1587,3,1587,1,1,0,0,2009,997981.4748,183331.3765,NOSTRAND AVENUE                 ,EASTERN PARKWAY                 
1588,1,1588,1,1,0,0,2009,1034008.613,239662.046,EAST TREMONT AVENUE             ,SCHLEY AVENUE                   
1589,1,1589,1,1,0,0,2009,1008916.111,174225.5223,REMSEN AVENUE                   ,FOSTER AVENUE                   
1590,1,1590,1,1,0,0,2009,987931.0261,200117.5037,GRAND STREET                    ,CLINTON STREET                  
1591,1,1591,1,1,0,0,2009,984948.4172,166805.8095,64 STREET                       ,NEW UTRECHT AVENUE              
1592,9,1592,1,1,0,0,2009,1060004.456,209289.8702,CROSS ISLAND PARKWAY            ,UNION TURNPIKE                  
1593,1,1593,1,0,0,1,2009,1022825.407,191537.1767,FOREST PARKWAY                  ,JAMAICA AVENUE                  
1594,1,1594,1,0,0,1,2009,965090.5508,159481.8415,FINGERBOARD ROAD                ,NARROWS ROAD NORTH              
1595,6,1595,1,1,0,0,2009,1009065.445,257811.261,BROADWAY                        ,BROADWAY BRIDGE                 
1596,3,1596,1,1,0,0,2009,1028444.864,180691.5521,CROSS BAY BOULEVARD             ,157 AVENUE                      
1597,3,1597,1,1,0,0,2009,991740.9197,171027.1987,OCEAN PARKWAY                   ,DITMAS AVENUE                   
1598,1,1598,1,1,0,0,2009,996126.7377,194201.8101,WALLABOUT STREET                ,BEDFORD AVENUE                  
1599,5,1599,1,0,0,1,2009,1013195.256,236528.6175,BRUCKNER BOULEVARD              ,LONGWOOD AVENUE                 
1600,1,1600,2,2,0,0,2009,951387.0647,148794.8685,3 STREET                        ,NEW DORP LANE                   
1601,1,1601,1,1,0,0,2009,1035236.537,211762.9558,KISSENA BOULEVARD               ,OAK AVENUE                      
1602,1,1602,1,1,0,0,2009,1004858.141,235097.7375,EAST 140 STREET                 ,3 AVENUE                        
1603,4,1603,1,1,0,0,2009,996819.8695,238308.7908,BROADWAY                        ,WEST 136 STREET                 
1604,1,1604,2,0,1,1,2009,993811.1256,189477.8632,WASHINGTON AVENUE               ,GREENE AVENUE                   
1605,2,1605,1,1,0,0,2009,1033769.142,163340.7442,CROSS BAY BOULEVARD             ,EAST 1 ROAD                     
1606,1,1606,1,0,0,1,2009,1014773.363,240157.5109,WESTCHESTER AVENUE              ,FAILE STREET                    
1607,1,1607,1,1,0,0,2009,998836.8734,211836.7348,21 STREET                       ,44 DRIVE                        
1608,1,1608,1,1,0,0,2009,1024259.407,210588.8899,50 AVENUE                       ,108 STREET                      
1609,1,1609,1,0,0,1,2009,987841.0952,203483.5599,1 AVENUE                        ,EAST 4 STREET                   
1610,1,1610,1,1,0,0,2009,999898.4296,229312.8675,EAST 112 STREET                 ,LEXINGTON AVENUE                
1611,1,1611,1,0,0,1,2009,1023569.362,184914.001,78 STREET                       ,NORTH CONDUIT AVENUE            
1612,1,1612,1,1,0,0,2009,989681.5082,214036.2255,EAST 43 STREET                  ,5 AVENUE                        
1613,2,1613,1,0,1,0,2009,1031091.946,194334.8679,JAMAICA AVENUE                  ,MYRTLE AVENUE                   
1614,3,1614,1,1,0,0,2009,998602.1986,241526.5928,BROADWAY                        ,WEST 150 STREET                 
1615,1,1615,1,1,0,0,2009,1010142.602,194453.1285,PUTNAM AVENUE                   ,CYPRESS AVENUE                  
1616,3,1616,1,0,0,1,2009,1054484.096,156357.3694,SEAGIRT BOULEVARD               ,BEACH 13 STREET                 
1617,1,1617,2,2,0,0,2009,984998.427,199212.2562,CATHERINE STREET                ,EAST BROADWAY                   
1618,1,1618,1,1,0,0,2009,986033.6185,215124.6912,9 AVENUE                        ,WEST 40 STREET                  
1619,1,1619,1,0,0,1,2009,1015425.34,184531.1441,PITKIN AVENUE                   ,BARBEY STREET                   
1620,1,1620,1,1,0,0,2009,986329.7498,164003.2495,18 AVENUE                       ,BAY RIDGE AVENUE                
1621,1,1621,1,0,0,1,2009,958445.7875,169247.3236,FOREST AVENUE                   ,HAVEN ESPLANADE                 
1622,1,1622,1,1,0,0,2009,1003371.251,179118.862,UTICA AVENUE                    ,WINTHROP STREET                 
1623,2,1623,1,1,0,0,2009,1032059.42,249626.0054,WILKINSON AVENUE                ,BRUCKNER BOULEVARD              
1624,1,1624,1,1,0,0,2009,1006153.259,164917.2864,AVENUE N                        ,EAST 56 STREET                  
1625,1,1625,1,1,0,0,2009,1005404.294,181336.2033,ROCKAWAY PARKWAY                ,RUTLAND ROAD                    
1626,1,1626,1,1,0,0,2009,987691.3547,218119.803,9 AVENUE                        ,WEST 53 STREET                  
1627,3,1627,1,1,0,0,2009,986118.2013,202449.8051,BOWERY                          ,PRINCE STREET                   
1628,1,1628,1,1,0,0,2009,1033939.456,183624.1121,LEFFERTS BOULEVARD              ,135 AVENUE                      
1629,1,1629,1,1,0,0,2009,988911.9588,212647.0121,WEST 37 STREET                  ,EAST 37 STREET                  
1630,1,1630,1,1,0,0,2009,987498.4548,169459.7871,50 STREET                       ,15 AVENUE                       
1631,1,1631,1,1,0,0,2009,1028727.006,176326.1641,91 STREET                       ,164 AVENUE                      
1632,1,1632,1,1,0,0,2009,930826.4733,131814.4369,LUTEN AVENUE                    ,DEISIUS STREET                  
1633,3,1633,1,1,0,0,2009,1013279.974,208956.0684,QUEENS BOULEVARD                ,45 AVENUE                       
1634,1,1634,1,0,0,1,2009,989292.8177,189689.7362,SCHERMERHORN STREET             ,NEVINS STREET                   
1635,1,1635,1,0,1,0,2009,994743.0659,176014.2258,ST PAULS PLACE                  ,CHURCH AVENUE                   
1636,1,1636,1,1,0,0,2009,1019382.806,204499.8407,ELIOT AVENUE                    ,85 STREET                       
1637,1,1637,2,0,0,2,2009,960449.8153,170255.13,CEBRA AVENUE                    ,VICTORY BOULEVARD               
1638,4,1638,2,0,0,2,2009,1055964.828,172110.9728,BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD              
1639,1,1639,1,0,0,1,2009,1015529.707,243545.3683,EAST 173 STREET                 ,VYSE AVENUE                     
1640,1,1640,3,0,0,3,2009,1007122.798,207244.6315,LAUREL HILL BOULEVARD           ,49 STREET                       
1641,1,1641,1,1,0,0,2009,987857.6306,171169.4031,14 AVENUE                       ,44 STREET                       
1642,5,1642,1,1,0,0,2009,1025093.766,204019.7331,QUEENS BOULEVARD                ,67 ROAD                         
1643,1,1643,1,0,0,1,2009,948368.9084,172050.0641,RICHMOND TERRACE                ,HEBERTON AVENUE                 
1644,1,1644,1,0,0,1,2009,966714.1141,163561.6211,HYLAN BOULEVARD                 ,EDGEWATER STREET                
1645,1,1645,1,1,0,0,2009,1010395.784,260251.8303,WEST 232 STREET                 ,KINGSBRIDGE AVENUE              
1646,1,1646,1,1,0,0,2009,1007424.572,178959.6103,ROCKAWAY PARKWAY                ,WILLMOHR STREET                 
1647,1,1647,1,1,0,0,2009,988386.3762,173383.421,36 STREET                       ,CLARA STREET                    
1648,1,1648,1,1,0,0,2009,1002828.102,248247.7175,AUDUBON AVENUE                  ,WEST 180 STREET                 
1649,1,1649,1,1,0,0,2009,987466.2501,215860.9102,8 AVENUE                        ,WEST 45 STREET                  
1650,1,1650,1,1,0,0,2009,976959.8574,168045.643,79 STREET                       ,4 AVENUE                        
1651,1,1651,1,0,0,1,2009,1005164.826,254562.6491,VERMILYEA AVENUE                ,ACADEMY STREET                  
1652,2,1652,1,1,0,0,2009,1009556.337,239628.634,BOSTON ROAD                     ,3 AVENUE                        
1653,1,1653,1,0,0,1,2009,991938.7805,227642.2836,AMSTERDAM AVENUE                ,WEST 92 STREET                  
1654,2,1654,1,1,0,0,2009,1019462.73,186386.3307,SOUTH CONDUIT AVENUE            ,EUCLID AVENUE                   
1655,1,1655,1,1,0,0,2009,1004230.104,253672.8543,SHERMAN AVENUE                  ,ARDEN STREET                    
1656,3,1656,1,1,0,0,2009,1027341.084,187164.5804,LIBERTY AVENUE                  ,CROSS BAY BOULEVARD             
1657,3,1657,1,1,0,0,2009,1041384.644,205756.7244,JEWEL AVENUE                    ,UTOPIA PARKWAY                  
1658,3,1658,1,1,0,0,2009,981568.2829,175822.8285,45 STREET                       ,4 AVENUE                        
1659,1,1659,1,1,0,0,2009,998566.8411,172445.2831,NOSTRAND AVENUE                 ,NEWKIRK AVENUE                  
1660,1,1660,1,1,0,0,2009,989460.3209,158177.9695,AVENUE S                        ,WEST 9 STREET                   
1661,1,1661,1,0,0,1,2009,1012769.158,216895.0318,25 AVENUE                       ,BOODY STREET                    
1662,1,1662,1,1,0,0,2009,996829.9154,206085.3129,MANHATTAN AVENUE                ,INDIA STREET                    
1663,1,1663,1,0,0,1,2009,940000.0015,167536.9629,BRUCKNER AVENUE                 ,FOREST AVENUE                   
1664,1,1664,1,1,0,0,2009,986828.84,148294.4102,SURF AVENUE                     ,WEST 24 STREET                  
1665,1,1665,1,1,0,0,2009,983550.612,208788.4571,8 AVENUE                        ,WEST 14 STREET                  
1666,3,1666,1,1,0,0,2009,1000971.056,154076.8064,AVENUE Z                        ,NOSTRAND AVENUE                 
1667,1,1667,1,1,0,0,2009,1006949.111,180007.3641,EAST 98 STREET                  ,HOWARD AVENUE                   
1668,1,1668,1,0,0,1,2009,985345.4243,159065.658,21 AVENUE                       ,86 STREET                       
1669,1,1669,2,0,0,2,2009,1024104.512,253044.5189,WARING AVENUE                   ,LACONIA AVENUE                  
1670,4,1670,1,1,0,0,2009,1055906.718,205908.0987,HILLSIDE AVENUE                 ,88 AVENUE                       
1671,1,1671,1,1,0,0,2009,1005334.819,174888.3291,EAST 56 STREET                  ,BEVERLY ROAD                    
1672,1,1672,1,0,0,1,2009,989139.2389,217019.3721,7 AVENUE                        ,WEST 52 STREET                  
1673,1,1673,1,0,0,1,2009,1032307.885,209612.9306,61 ROAD                         ,HORACE HARDING EXPRESSWAY SR S  
1674,1,1674,1,1,0,0,2009,1026473.937,192438.5167,JAMAICA AVENUE                  ,98 STREET                       
1675,3,1675,1,0,1,0,2009,998615.614,203285.5121,NASSAU AVENUE                   ,MC GUINNESS BOULEVARD           
1676,4,1676,1,0,0,1,2009,1019875.781,205015.968,ELIOT AVENUE                    ,WOODHAVEN BOULEVARD             
1677,1,1677,1,1,0,0,2009,996957.7531,236702.8656,AMSTERDAM AVENUE                ,WEST 131 STREET                 
1678,1,1678,1,1,0,0,2009,1003925.232,172378.9479,UTICA AVENUE                    ,FOSTER AVENUE                   
1679,1,1679,1,1,0,0,2009,999608.4729,189539.0672,GATES AVENUE                    ,TOMPKINS AVENUE                 
1680,1,1680,1,1,0,0,2009,1022006.482,215365.9699,NORTHERN BOULEVARD              ,105 STREET                      
1681,1,1681,1,1,0,0,2009,1047709.038,156465.5155,BEACH 39 STREET                 ,BEACH CHANNEL DRIVE             
1682,3,1682,1,1,0,0,2009,1003358.212,182945.2549,UTICA AVENUE                    ,EASTERN PARKWAY                 
1683,1,1683,1,1,0,0,2009,997630.2354,174017.7701,ROGERS AVENUE                   ,CORTELYOU ROAD                  
1684,1,1684,2,2,0,0,2009,1002024.072,249023.1884,BROADWAY                        ,WEST 181 STREET                 
1685,1,1685,1,1,0,0,2009,1012453.467,247888.9846,EAST TREMONT AVENUE             ,WASHINGTON AVENUE               
1686,1,1686,1,0,1,0,2009,990741.2633,187791.9348,5 AVENUE                        ,DEAN STREET                     
1687,3,1687,1,1,0,0,2009,1038492.37,224476.1416,17 ROAD                         ,FRANCIS LEWIS BOULEVARD         
1688,3,1688,1,1,0,0,2009,997910.9467,232849.9733,ADAM C POWELL BOULEVARD         ,WEST 120 STREET                 
1689,2,1689,1,0,0,1,2009,1003201.733,207729.5387,GREENPOINT AVENUE               ,BORDEN AVENUE                   
1690,1,1690,1,0,0,1,2017,966880.7375,161244.1969,BAY STREET                      ,HARBORVIEW PLACE SOUTH          
1691,1,1691,1,0,0,1,2017,979873.6669,198520.6237,SOUTH END AVENUE                ,LIBERTY STREET                  
1692,1,1692,1,0,1,0,2017,983670.2013,201283.5053,BROADWAY                        ,LISPENARD STREET                
1693,4,1693,2,0,1,1,2017,985342.5733,200219.0389,BOWERY                          ,MANHATTAN BR APPROACH           
1694,1,1694,1,0,0,1,2017,989799.9197,219411.7623,WEST DRIVE                      ,C P 8 AVENUE APPROACH           
1695,3,1695,1,1,0,0,2017,999567.4821,163723.4538,NOSTRAND AVENUE                 ,KINGS HIGHWAY                   
1696,3,1696,1,0,0,1,2017,1005113.439,185971.5743,ATLANTIC AVENUE                 ,BUFFALO AVENUE                  
1697,2,1697,1,0,1,0,2017,1007018.29,205780.6679,LONG ISLAND EXPRESSWAY          ,LIE EASTBOUND ENTRANCE 48 ST    
1698,6,1698,1,1,0,0,2017,1008477.966,232471.9688,EAST 138 STREET                 ,BRUCKNER BOULEVARD              
1699,1,1699,1,1,0,0,2017,1009066.354,262937.6615,HENRY HUDSON PARKWAY ET 20 NB   ,HENRY HUDSON PARKWAY EAST       
1700,1,1700,1,0,0,1,2017,1009761.465,252469.2139,WEST 183 STREET                 ,DR M L KING JR BOULEVARD        
1701,1,1701,1,0,0,1,2017,1014628.917,203942.4153,MAZEAU STREET                   ,QUEENS MIDTOWN EXPRESSWAY SR N  
1702,0,1702,1,1,0,0,2017,,,,
1703,1,1703,1,0,0,1,2017,1020260.039,259261.2384,EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY EXIT 9 NB   
1704,1,1704,1,1,0,0,2017,1026878.004,246356.9601,EAST TREMONT AVENUE             ,ST RAYMONDS AVENUE              
1705,1,1705,1,0,0,1,2017,1027460.923,251594.2167,EASTCHESTER ROAD                ,PELHAM PARKWAY SOUTH            
1706,1,1706,1,1,0,0,2017,1029183.779,242765.2025,GRAFF AVENUE                    ,HUTCHINSON RIVER GREENWAY       
1707,1,1707,1,1,0,0,2017,1032271.658,200314.9705,JACKIE ROBINSON PY ET 8 W EB    ,VAN WYCK EXPRESSWAY EXIT 7 SB   
1708,3,1708,1,0,0,1,2017,1038817.265,252614.9135,PARK DRIVE                      ,CITY ISLAND ROAD                
1709,1,1709,1,0,0,1,2017,1049787.941,182405.3285,BELT PARKWAY SB ENTRANCE 181 ST ,181 STREET                      
1710,16,1710,1,1,0,0,2017,982110.7753,211905.5077,12 AVENUE                       ,JOE DIMAGGIO HIGHWAY            
1711,3,1711,1,1,0,0,2017,1050302.169,156535.9222,SEAGIRT BOULEVARD               ,BEACH 29 STREET                 
1712,3,1712,2,2,0,0,2017,1008957.27,185699.4915,ATLANTIC AVENUE                 ,ROCKAWAY AVENUE                 
1713,1,1713,1,1,0,0,2017,1000019.112,160570.8485,AVENUE R                        ,NOSTRAND AVENUE                 
1714,1,1714,1,1,0,0,2017,1022545.94,254871.0405,BRONXWOOD AVENUE                ,BOSTON ROAD                     
1715,1,1715,1,1,0,0,2017,1002522.328,165209.3596,FLATBUSH AVENUE                 ,BAUGHMAN PLACE                  
1716,1,1716,1,0,1,0,2017,1023299.435,201457.0745,ALDERTON STREET                 ,FLEET STREET                    
1717,3,1717,1,1,0,0,2017,1014574.966,238042.895,HUNTS POINT AVENUE              ,BRUCKNER EXPRESSWAY             
1718,3,1718,2,0,0,2,2017,938905.3843,158527.6833,SIGNS ROAD                      ,RICHMOND AVENUE                 
1719,1,1719,1,1,0,0,2017,1014647.251,253570.735,EAST 193 STREET                 ,WEBSTER AVENUE                  
1720,1,1720,1,0,1,0,2017,987157.107,219012.7868,WEST 55 STREET                  ,10 AVENUE                       
1721,1,1721,1,1,0,0,2017,1007178.497,176702.2592,AVENUE A                        ,EAST 91 STREET                  
1722,1,1722,1,1,0,0,2017,990639.9715,176441.5422,EAST 5 STREET                   ,GREENWOOD AVENUE                
1723,1,1723,1,1,0,0,2017,989337.0663,199574.6078,ABRAHAM KAZAN STREET            ,GRAND STREET                    
1724,3,1724,1,0,0,1,2017,1024039.683,189223.9005,ATLANTIC AVENUE                 ,85 STREET                       
1725,1,1725,1,1,0,0,2017,1041496.649,197905.2837,88 AVENUE                       ,168 PLACE                       
1726,1,1726,1,1,0,0,2017,1022545.277,241882.281,WHITE PLAINS ROAD               ,GLEASON AVENUE                  
1727,7,1727,1,0,0,1,2017,1009596.402,233111.6296,BRUCKNER BOULEVARD              ,SOUTHERN BOULEVARD              
1728,1,1728,1,1,0,0,2017,1005335.768,254212.3578,SHERMAN AVENUE                  ,ACADEMY STREET                  
1729,1,1729,1,1,0,0,2017,989328.6939,157270.1563,WEST 10 STREET                  ,AVENUE T                        
1730,2,1730,1,1,0,0,2017,1013959.132,260856.022,GOUVERNEUR AVENUE               ,SEDGWICK AVENUE                 
1731,3,1731,1,0,0,1,2017,1048800.968,178418.9323,150 ROAD                        ,GUY R BREWER BOULEVARD          
1732,1,1732,1,1,0,0,2017,1003299.433,157325.1004,WHITNEY AVENUE                  ,GERRITSEN AVENUE                
1733,1,1733,1,0,0,1,2017,1004809.161,210987.2487,43 AVENUE                       ,39 STREET                       
1734,3,1734,1,0,0,1,2017,1034983.739,193040.3755,ATLANTIC AVENUE                 ,132 STREET                      
1735,1,1735,1,1,0,0,2017,997841.0256,220070.5373,YORK AVENUE                     ,EAST 78 STREET                  
1736,3,1736,1,1,0,0,2017,1015726.278,179872.1479,LINDEN BOULEVARD                ,MILLER AVENUE                   
1737,3,1737,1,0,0,1,2017,1014771.598,176526.5725,FLATLANDS AVENUE                ,LOUISIANA AVENUE                
1738,1,1738,1,1,0,0,2017,986757.0816,158304.275,85 STREET                       ,23 AVENUE                       
1739,3,1739,1,0,0,1,2017,1031833.086,262114.8908,CONNER STREET                   ,BOSTON ROAD                     
1740,1,1740,1,1,0,0,2017,1014755.299,212236.4489,76 STREET                       ,37 AVENUE                       
1741,1,1741,1,1,0,0,2017,1043654.214,199176.9708,WEXFORD TERRACE                 ,EDGERTON BOULEVARD              
1742,1,1742,1,1,0,0,2017,998418.8001,198378.1404,LORIMER STREET                  ,GRAND STREET                    
1743,1,1743,1,0,0,1,2017,1024045.024,185225.6998,SUTTER AVENUE                   ,80 STREET                       
1744,1,1744,1,1,0,0,2017,1000529.905,214434.4137,21 STREET                       ,40 AVENUE                       
